cards,upcard,total,soft,natural,optimal_actions,deal_probability,pre_value,post_value,pre_stand,pre_hit,pre_double,pre_split,post_stand,post_hit,post_double,post_split
"1,7",9,18,True,False,hit,0.0009103322712790169,-0.10074430758041528,-0.10074430758041528,-0.18316335667343342,-0.10074430758041528,-0.2902194289186272,,-0.18316335667343342,-0.10074430758041528,-0.2902194289186272,
"1,7",10,18,True,False,hit,0.0036413290851160674,-0.20966903677604948,-0.14380812317405361,-0.2415088311967596,-0.20966903677604948,-0.3971310588902045,,-0.17830123379648957,-0.14380812317405361,-0.34689198046438824,
"1,8",1,19,True,False,stand,0.0009103322712790169,-0.11548296046806128,0.27763572376835594,-0.11548296046806128,-0.31166815593907976,-0.43814216271628803,,0.27763572376835594,-0.005742891912004059,-0.18842756836797162,
"1,8",2,19,True,False,stand,0.0009103322712790169,0.3863046860205899,0.3863046860205899,0.3863046860205899,0.12395801957914128,0.2418554635824919,,0.3863046860205899,0.12395801957914128,0.2418554635824919,
"1,8",3,19,True,False,stand,0.0009103322712790169,0.40436293659776,0.40436293659776,0.40436293659776,0.1493397086630821,0.29582413587422157,,0.40436293659776,0.1493397086630821,0.29582413587422157,
"1,8",4,19,True,False,stand,0.0009103322712790169,0.4231789248274964,0.4231789248274964,0.4231789248274964,0.17557680563858263,0.35115361127716527,,0.4231789248274964,0.17557680563858263,0.35115361127716527,
"1,8",5,19,True,False,stand,0.0009103322712790169,0.43951210416088354,0.43951210416088354,0.43951210416088354,0.20298603454657616,0.4059720690931523,,0.43951210416088354,0.20298603454657616,0.4059720690931523,
"1,8",6,19,True,False,stand,0.0009103322712790169,0.4959770737873191,0.4959770737873191,0.4959770737873191,0.23979935436410912,0.47959870872821825,,0.4959770737873191,0.23979935436410912,0.47959870872821825,
"1,8",7,19,True,False,stand,0.0009103322712790169,0.6159764957534314,0.6159764957534314,0.6159764957534314,0.22062011415522262,0.31983519492070983,,0.6159764957534314,0.22062011415522262,0.31983519492070983,
"1,8",8,19,True,False,stand,0.0009103322712790169,0.5938536682866943,0.5938536682866943,0.5938536682866943,0.15227028727077513,0.1952688747638818,,0.5938536682866943,0.15227028727077513,0.1952688747638818,
